economics|economics|noun|B2+|the study of how a society organizes its money, trade and industry|/ˌiːkəˈnɒmɪks/|/ˌiːkəˈnɑːmɪks/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eco/econo/economics__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eco/econo/economics__us_1_rr.mp3|<li class="" htag="li"><span class="x">He studied politics and economics at Yale.</span></li>;<li class="" htag="li"><span class="x">Keynesian/Marxist economics</span></li>;<li class="" htag="li"><span class="x">trends in modern economics</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/economics|<li class="" htag="li"><span class="x">Ông học chính trị và kinh tế tại Yale.</span></li>;<li class="" htag="li"><span class="x">Kinh tế học Keynes/Marxist</span></li>;<li class="" htag="li"><span class="x">xu hướng trong kinh tế hiện đại</span></li>|nghiên cứu về cách một xã hội tổ chức tiền tệ, thương mại và công nghiệp của mình
economist|economist|noun|B2+|a person who studies or writes about economics|/ɪˈkɒnəmɪst/|/ɪˈkɑːnəmɪst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eco/econo/economist__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eco/econo/economist__us_1.mp3|<li class="" htag="li"><span class="x">the World Bank's <span class="cl">chief economist</span></span></li>;<li class="" htag="li"><span class="x">Many economists are predicting the economy will improve.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/economist|<li class="" htag="li"><span class="x"><span class="cl">chuyên gia kinh tế trưởng của Ngân hàng Thế giới</span></span></li>;<li class="" htag="li"><span class="x">Nhiều nhà kinh tế dự đoán nền kinh tế sẽ cải thiện.</span></li>|một người nghiên cứu hoặc viết về kinh tế
editorial_1|editorial|adjective|B2+|connected with the task of preparing something such as a newspaper, a book or a television or radio programme, to be published or broadcast|/ˌedɪˈtɔːriəl/|/ˌedɪˈtɔːriəl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edi/edito/editorial__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edi/edito/editorial__us_1.mp3|<li class="" htag="li"><span class="x">the magazine’s editorial staff</span></li>;<li class="" htag="li"><span class="x">Some debates in Parliament are shown live and are outside editorial control.</span></li>;<li class="" htag="li"><span class="x">The paper follows an editorial policy that puts great emphasis on foreign news.</span></li>;<li class="" htag="li"><span class="x">an editorial decision</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/editorial_1|<li class="" htag="li"><span class="x">ban biên tập của tạp chí</span></li>;<li class="" htag="li"><span class="x">Một số cuộc tranh luận tại Quốc hội được truyền hình trực tiếp và nằm ngoài tầm kiểm soát của biên tập.</span></li>;<li class="" htag="li"><span class="x">Tờ báo này áp dụng chính sách biên tập chú trọng nhiều vào tin tức nước ngoài.</span></li>;<li class="" htag="li"><span class="x">một quyết định biên tập</span></li>|liên quan đến nhiệm vụ chuẩn bị một cái gì đó như một tờ báo, một cuốn sách hoặc một chương trình truyền hình hoặc phát thanh, để xuất bản hoặc phát sóng
educator|educator|noun|C1|a person whose job is to teach or educate people|/ˈedʒukeɪtə(r)/|/ˈedʒukeɪtər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edu/educa/educator__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edu/educa/educator__us_1.mp3|<li class="" htag="li"><span class="x">adult educators <span class="gloss" hclass="gloss" htag="span">(= who teach adults)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/educator|<li class="" htag="li"><span class="x">nhà giáo dục người lớn <span class="gloss" hclass="gloss" htag="span">(= người dạy người lớn)</span></span></li>|một người có công việc là dạy hoặc giáo dục mọi người
effectiveness|effectiveness|noun|C1|the fact of producing the result that is wanted or intended; the fact of producing a successful result|/ɪˈfektɪvnəs/|/ɪˈfektɪvnəs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effec/effectiveness_1_gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effec/effectiveness__us_3.mp3|<li class="" htag="li"><span class="x">to check the effectiveness of the security system</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/effectiveness|<li class="" htag="li"><span class="x">để kiểm tra hiệu quả của hệ thống an ninh</span></li>|thực tế tạo ra kết quả mong muốn hoặc dự định; thực tế tạo ra kết quả thành công
efficiency|efficiency|noun|C1|the quality of doing something well with no waste of time or money|/ɪˈfɪʃnsi/|/ɪˈfɪʃnsi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effic/efficiency__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effic/efficiency__us_1.mp3|<li class="" htag="li"><span class="x">improvements in efficiency at the factory</span></li>;<li class="" htag="li"><span class="x">I was impressed by the efficiency with which she handled the crisis.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/efficiency|<li class="" htag="li"><span class="x">cải thiện hiệu quả tại nhà máy</span></li>;<li class="" htag="li"><span class="x">Tôi rất ấn tượng với hiệu quả mà cô ấy xử lý khủng hoảng.</span></li>|chất lượng làm tốt một việc gì đó mà không lãng phí thời gian hoặc tiền bạc
efficiently|efficiently|adverb|B2+|in a good and careful way, with no waste of time, money or energy|/ɪˈfɪʃntli/|/ɪˈfɪʃntli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effic/efficiently__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effic/efficiently__us_1.mp3|<li class="" htag="li"><span class="x">a very efficiently organized event</span></li>;<li class="" htag="li"><span class="x">Resources must be used efficiently to avoid waste.</span></li>;<li class="" htag="li"><span class="x">If markets fail or do not work efficiently, government has a role to play.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/efficiently|<li class="" htag="li"><span class="x">một sự kiện được tổ chức rất hiệu quả</span></li>;<li class="" htag="li"><span class="x">Tài nguyên phải được sử dụng hiệu quả để tránh lãng phí.</span></li>;<li class="" htag="li"><span class="x">Nếu thị trường thất bại hoặc không hoạt động hiệu quả, chính phủ phải có vai trò.</span></li>|theo cách tốt và cẩn thận, không lãng phí thời gian, tiền bạc hoặc năng lượng
ego|ego|noun|C1|your sense of your own value and importance|/ˈiːɡəʊ/|/ˈiːɡəʊ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ego/ego__/ego__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ego/ego__/ego__us_1.mp3|<li class="" htag="li"><span class="x">He has the biggest ego of anyone I've ever met.</span></li>;<li class="" htag="li"><span class="x">Winning the prize really <span class="cl">boosted her ego</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/ego|<li class="" htag="li"><span class="x">Anh ta là người có cái tôi lớn nhất trong số những người tôi từng gặp.</span></li>;<li class="" htag="li"><span class="x">Việc giành được giải thưởng thực sự <span class="cl">làm tăng lòng tự trọng của cô ấy</span>.</span></li>|cảm giác của bạn về giá trị và tầm quan trọng của chính bạn
elaborate_1|elaborate|adjective|C1|very complicated and detailed; carefully prepared and organized|/ɪˈlæbərət/|/ɪˈlæbərət/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ela/elabo/elaborate__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ela/elabo/elaborate__us_2_rr.mp3|<li class="" htag="li"><span class="x">elaborate designs</span></li>;<li class="" htag="li"><span class="x">She had prepared a very elaborate meal.</span></li>;<li class="" htag="li"><span class="x">an elaborate computer system</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/elaborate_1|<li class="" htag="li"><span class="x">thiết kế tinh xảo</span></li>;<li class="" htag="li"><span class="x">Cô ấy đã chuẩn bị một bữa ăn rất công phu.</span></li>;<li class="" htag="li"><span class="x">một hệ thống máy tính phức tạp</span></li>|rất phức tạp và chi tiết; được chuẩn bị và tổ chức cẩn thận
elbow_1|elbow|noun|B2+|the joint between the upper and lower parts of the arm where it bends in the middle|/ˈelbəʊ/|/ˈelbəʊ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/elb/elbow/elbow__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/elb/elbow/elbow__us_1.mp3|<li class="" htag="li"><span class="x">She jabbed him with her elbow.</span></li>;<li class="" htag="li"><span class="x">He rested his elbows on his knees.</span></li>;<li class="" htag="li"><span class="x">She grazed her elbow in the fall.</span></li>;<li class="" htag="li"><span class="x">He's fractured his elbow.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/elbow_1|<li class="" htag="li"><span class="x">Cô ấy dùng khuỷu tay huých anh ta.</span></li>;<li class="" htag="li"><span class="x">Anh ấy tựa khuỷu tay lên đầu gối.</span></li>;<li class="" htag="li"><span class="x">Cô ấy bị trầy xước khuỷu tay khi ngã.</span></li>;<li class="" htag="li"><span class="x">Anh ấy bị gãy khuỷu tay.</span></li>|khớp nối giữa phần trên và phần dưới của cánh tay nơi nó uốn cong ở giữa
electoral|electoral|adjective|C1|connected with elections|/ɪˈlektərəl/|/ɪˈlektərəl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/electoral__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/electoral__us_1.mp3|<li class="" htag="li"><span class="x"><span class="cl">electoral systems/reforms</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/electoral|<li class="" htag="li"><span class="x"><span class="cl">hệ thống bầu cử/cải cách</span></span></li>|liên quan đến bầu cử
electronics|electronics|noun|B2+|the branch of science and technology that studies electric currents in electronic equipment|/ɪˌlekˈtrɒnɪks/|/ɪˌlekˈtrɑːnɪks/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/electronics__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/electronics__us_1.mp3|<li class="" htag="li"><span class="x">the electronics industry</span></li>;<li class="" htag="li"><span class="x">About 45 000 people worked in electronics in Scotland.</span></li>;<li class="" htag="li"><span class="x">Their company merged with a Japanese electronics giant.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/electronics|<li class="" htag="li"><span class="x">ngành công nghiệp điện tử</span></li>;<li class="" htag="li"><span class="x">Khoảng 45.000 người làm việc trong ngành điện tử ở Scotland.</span></li>;<li class="" htag="li"><span class="x">Công ty của họ đã sáp nhập với một công ty điện tử khổng lồ của Nhật Bản.</span></li>|ngành khoa học và công nghệ nghiên cứu dòng điện trong thiết bị điện tử
elegant|elegant|adjective|B2+|attractive and showing a good sense of style|/ˈelɪɡənt/|/ˈelɪɡənt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elega/elegant__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elega/elegant__us_1.mp3|<li class="" htag="li"><span class="x">She was tall and elegant.</span></li>;<li class="" htag="li"><span class="x">The diners all looked effortlessly elegant.</span></li>;<li class="" htag="li"><span class="x">He cut an elegant figure in a dark suit.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/elegant|<li class="" htag="li"><span class="x">Cô ấy cao và thanh lịch.</span></li>;<li class="" htag="li"><span class="x">Tất cả thực khách đều trông thanh lịch một cách tự nhiên.</span></li>;<li class="" htag="li"><span class="x">Anh ấy trông thật thanh lịch trong bộ vest tối màu.</span></li>|hấp dẫn và thể hiện phong cách tốt
